MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,flood_risk_label
6,9,9,4,1,3,2,4,7,8,2,7,1,4,4,9,5,2,8,9,0.4538,MEDIUM
8,7,1,3,9,8,5,10,1,8,3,7,5,9,9,2,1,6,1,4,0.501,MEDIUM
10,2,7,8,9,2,3,9,9,4,8,10,4,10,9,6,10,4,1,9,0.5851,MEDIUM
3,3,8,9,2,5,7,10,6,4,10,6,4,7,10,9,3,4,3,1,0.4515,MEDIUM
8,3,5,9,7,2,2,6,7,3,4,1,7,8,9,1,2,10,5,7,0.5032,MEDIUM
8,1,2,5,2,3,9,1,5,5,8,2,3,1,9,4,7,3,5,9,0.438,MEDIUM
8,5,9,6,7,3,4,8,9,9,7,2,8,4,3,8,8,7,1,7,0.6202,HIGH
4,10,6,2,4,7,9,10,10,1,7,6,8,5,2,7,10,9,5,4,0.6326,HIGH
7,7,4,4,8,6,7,2,9,5,6,4,6,8,8,8,8,9,6,10,0.55,MEDIUM
3,10,5,6,9,4,7,2,9,9,4,8,5,5,9,10,3,4,10,7,0.5363,MEDIUM
1,5,3,5,5,6,1,3,6,7,8,1,3,2,8,9,3,10,6,10,0.601,HIGH
9,9,2,7,2,1,4,8,7,4,3,10,5,1,4,9,1,5,4,8,0.4557,MEDIUM
5,2,3,7,10,9,1,9,7,6,6,2,1,9,7,2,10,10,8,1,0.737,HIGH
8,9,4,10,4,2,4,3,10,5,1,3,8,6,10,5,3,6,1,2,0.4538,MEDIUM
7,6,8,6,6,6,8,5,9,7,4,3,9,2,1,8,1,6,7,1,0.5322,MEDIUM
6,6,8,4,9,5,2,1,10,7,1,1,7,7,2,7,2,6,4,2,0.5201,MEDIUM
8,7,7,1,3,5,5,6,7,10,8,10,2,9,2,5,4,4,7,10,0.5656,MEDIUM
8,6,8,6,6,5,7,1,7,9,4,5,3,7,1,6,4,4,9,9,0.5772,MEDIUM
3,5,10,10,7,10,7,7,1,9,2,9,8,6,9,9,1,5,2,5,0.4194,MEDIUM
1,4,7,4,5,9,8,5,6,2,3,7,2,10,4,8,10,1,3,3,0.375,MEDIUM
10,4,1,10,5,5,4,2,3,2,4,5,6,6,8,10,10,10,1,1,0.5363,MEDIUM
8,3,6,7,7,9,8,3,4,1,7,4,7,6,8,9,4,8,2,6,0.4902,MEDIUM
2,1,5,2,4,7,8,8,8,7,8,10,6,10,4,3,3,5,10,7,0.5363,MEDIUM
8,4,8,2,10,7,8,6,6,8,10,2,3,1,10,5,6,5,1,3,0.5162,MEDIUM
9,10,5,5,4,9,9,3,7,10,8,7,10,5,2,4,7,7,8,5,0.5539,MEDIUM
9,9,7,9,10,10,7,10,1,9,8,9,7,4,10,2,5,2,9,4,0.5094,MEDIUM
6,10,1,10,5,10,1,5,5,5,8,5,3,8,1,8,3,6,5,5,0.6079,HIGH
6,3,8,9,7,2,1,10,6,5,8,3,9,8,5,1,8,6,2,10,0.6562,HIGH
4,10,2,5,7,1,4,8,9,3,9,1,4,6,7,9,10,10,2,1,0.4601,MEDIUM
9,6,9,8,8,8,1,8,6,1,2,4,10,10,4,10,3,6,7,8,0.6146,HIGH
10,8,5,7,4,2,8,8,2,9,7,3,7,7,8,9,7,2,7,4,0.5362,MEDIUM
4,9,7,4,9,2,4,1,4,3,7,3,5,10,9,7,5,1,10,5,0.4924,MEDIUM
7,7,6,5,10,8,8,1,6,4,7,5,5,4,5,10,6,5,2,3,0.4637,MEDIUM
2,8,7,3,1,9,1,2,3,9,10,4,5,9,3,9,1,1,10,3,0.4194,MEDIUM
1,6,4,7,6,1,5,6,7,9,7,10,7,10,1,1,2,10,3,4,0.5248,MEDIUM
4,2,6,3,5,1,5,2,6,8,6,9,5,3,8,7,9,7,2,3,0.3968,MEDIUM
8,8,10,4,4,4,4,6,7,10,5,3,1,2,9,5,5,6,8,7,0.4135,MEDIUM
7,2,7,3,10,6,1,7,5,2,1,4,2,9,5,2,8,4,3,7,0.4861,MEDIUM
6,3,4,5,7,6,6,5,7,2,3,1,4,9,5,7,8,3,7,5,0.5482,MEDIUM
5,1,2,10,9,10,3,9,10,2,5,4,6,4,6,5,3,6,7,3,0.6036,HIGH
9,7,1,8,9,2,4,9,5,8,6,2,4,5,1,8,5,10,2,9,0.5729,MEDIUM
6,1,6,9,3,5,1,6,6,5,7,6,2,3,1,7,10,1,7,2,0.5859,MEDIUM
2,10,6,10,8,4,8,3,6,4,1,4,2,6,9,5,7,5,4,10,0.4677,MEDIUM
5,5,3,9,1,6,5,1,1,10,3,4,2,10,6,1,8,9,8,4,0.5261,MEDIUM
1,6,4,10,1,1,4,5,4,3,10,3,7,3,1,6,6,6,6,7,0.4712,MEDIUM
3,9,5,10,8,6,7,6,8,9,4,4,10,4,10,10,5,4,2,1,0.4919,MEDIUM
10,6,2,9,9,9,6,8,9,8,9,3,9,1,10,6,8,3,9,4,0.6609,HIGH
10,8,9,4,1,2,9,10,9,7,6,10,9,5,7,1,8,5,6,7,0.4795,MEDIUM
3,6,7,8,1,4,3,8,2,9,9,8,6,9,8,6,1,10,9,1,0.5212,MEDIUM
3,1,8,6,3,1,5,7,10,1,8,5,4,10,1,7,5,9,5,8,0.5373,MEDIUM
8,4,10,3,1,3,5,5,5,1,8,4,2,10,8,2,9,10,1,2,0.4144,MEDIUM
2,3,1,4,7,8,3,10,2,7,10,5,3,7,2,7,7,7,5,8,0.6572,HIGH
2,1,8,10,4,6,3,8,6,7,6,3,1,9,4,2,4,1,1,2,0.5305,MEDIUM
7,2,9,4,3,2,6,3,10,1,1,8,5,2,7,7,5,4,1,9,0.4004,MEDIUM
7,1,5,3,9,4,2,7,8,3,4,3,5,7,5,5,8,2,1,7,0.5816,MEDIUM
1,7,1,7,8,4,8,8,9,9,10,3,2,5,2,9,2,1,1,8,0.5478,MEDIUM
3,10,1,9,5,8,10,9,1,2,2,8,1,6,7,5,8,7,6,9,0.5009,MEDIUM
6,8,6,8,10,1,4,4,7,8,6,10,5,8,10,2,1,10,10,10,0.5331,MEDIUM
10,4,8,9,5,9,7,6,3,4,1,9,1,5,6,4,4,5,4,1,0.3656,MEDIUM
5,10,9,3,1,8,1,1,1,3,7,8,6,6,5,8,6,4,10,7,0.4895,MEDIUM
5,2,7,4,9,3,6,2,2,8,3,4,1,4,6,9,3,2,8,3,0.4501,MEDIUM
7,4,4,1,9,1,5,9,1,9,9,7,2,2,3,6,9,1,5,5,0.4712,MEDIUM
4,1,7,6,8,8,3,2,2,3,8,2,7,9,2,1,10,9,2,8,0.5753,MEDIUM
7,7,4,6,3,2,6,3,7,8,4,8,2,2,1,8,1,7,9,7,0.4841,MEDIUM
9,7,5,7,5,2,5,8,4,6,10,5,7,9,10,6,4,8,5,3,0.5519,MEDIUM
6,3,6,8,8,7,9,10,10,8,8,4,10,6,2,7,7,1,4,3,0.6412,HIGH
4,8,1,2,5,1,10,6,1,8,2,6,2,10,10,7,4,3,4,1,0.3458,LOW
5,8,8,3,6,10,7,2,2,6,10,6,4,4,9,5,2,7,3,10,0.4902,MEDIUM
1,7,3,9,9,2,6,7,7,1,4,1,10,9,1,6,2,9,4,5,0.6095,HIGH
4,5,10,4,7,4,6,7,9,1,9,8,8,10,4,5,8,3,5,5,0.5132,MEDIUM
2,7,8,7,3,2,9,8,5,4,1,10,7,5,8,5,3,10,4,3,0.3821,MEDIUM
7,9,4,5,9,8,1,10,3,10,6,2,7,3,9,10,1,9,5,6,0.5643,MEDIUM
5,9,3,7,3,8,8,4,4,2,3,6,9,2,3,9,8,7,7,4,0.5048,MEDIUM
5,1,5,2,10,8,5,5,8,7,6,3,3,5,7,10,7,9,6,2,0.6668,HIGH
7,10,3,2,8,6,2,8,2,4,6,3,9,5,6,5,8,1,6,1,0.4857,MEDIUM
1,6,8,5,6,9,1,8,7,7,5,9,8,9,5,2,4,9,4,2,0.4772,MEDIUM
3,8,7,1,8,9,4,4,6,10,5,9,3,3,5,6,3,5,9,9,0.4517,MEDIUM
2,7,1,4,6,4,5,2,8,7,6,5,7,2,5,2,2,10,2,1,0.3842,MEDIUM
2,5,8,4,10,2,3,10,9,4,6,9,5,5,9,1,2,3,8,8,0.4131,MEDIUM
2,3,8,8,2,6,7,9,6,4,10,1,10,2,8,5,5,8,10,5,0.5407,MEDIUM
1,9,1,4,1,9,10,3,3,10,1,7,5,2,10,10,7,6,9,5,0.3549,MEDIUM
1,3,10,4,8,7,5,6,3,7,6,9,8,3,9,1,3,4,9,7,0.4228,MEDIUM
6,7,3,7,1,1,9,1,6,10,9,1,2,9,9,9,1,1,4,1,0.4472,MEDIUM
1,6,4,8,9,3,9,7,9,8,3,3,1,4,1,8,2,1,9,2,0.447,MEDIUM
7,10,3,3,4,10,8,7,7,3,2,6,5,2,6,2,10,9,1,8,0.5163,MEDIUM
1,3,8,3,10,3,10,5,3,9,7,4,6,9,4,5,10,3,7,4,0.526,MEDIUM
9,10,9,8,5,10,6,6,10,2,1,10,3,4,4,6,6,9,9,6,0.5412,MEDIUM
8,3,9,4,5,7,4,9,10,2,7,2,10,1,6,6,9,8,6,4,0.5681,MEDIUM
1,3,10,7,2,5,10,10,1,10,5,2,7,8,10,6,3,1,3,8,0.462,MEDIUM
10,9,10,2,5,6,5,9,2,2,9,10,2,8,3,9,5,6,9,5,0.4397,MEDIUM
9,8,5,10,5,1,1,10,3,7,3,9,9,7,6,9,1,8,3,1,0.5467,MEDIUM
1,9,1,6,8,1,2,10,8,5,4,6,8,6,3,10,3,6,6,6,0.5735,MEDIUM
7,9,1,9,5,7,10,1,1,2,6,9,2,3,4,7,3,5,3,5,0.3999,MEDIUM
10,5,8,1,1,3,6,2,10,1,7,8,3,5,5,7,1,10,6,8,0.3863,MEDIUM
8,3,5,9,8,8,5,8,7,4,1,9,4,6,8,3,9,10,1,10,0.5253,MEDIUM
2,1,1,7,4,5,8,5,2,9,1,5,3,1,3,3,4,1,6,10,0.4683,MEDIUM
8,6,8,4,4,7,9,3,9,8,7,6,8,6,6,6,3,6,9,7,0.4898,MEDIUM
9,6,7,9,6,1,7,7,5,9,8,9,3,7,5,9,8,2,4,1,0.513,MEDIUM
1,1,3,6,6,5,7,5,6,4,4,5,8,10,9,6,3,10,5,9,0.4898,MEDIUM
5,5,8,1,5,2,5,6,1,6,7,4,4,8,1,7,10,6,2,2,0.5006,MEDIUM
9,2,10,7,2,4,9,8,6,10,6,6,10,5,3,3,10,9,2,4,0.5063,MEDIUM
4,3,5,2,10,10,8,8,2,2,9,1,2,7,8,8,5,4,7,1,0.5276,MEDIUM
5,9,10,1,10,9,6,10,3,8,2,5,4,7,10,5,8,5,10,4,0.5028,MEDIUM
5,8,7,9,9,10,4,9,7,2,7,2,9,8,8,7,5,6,9,1,0.5777,MEDIUM
9,5,4,2,10,7,6,3,2,8,10,1,1,6,4,2,3,7,1,6,0.5344,MEDIUM
6,8,5,1,3,9,5,6,10,6,9,8,7,10,6,6,10,2,3,7,0.5549,MEDIUM
9,2,4,1,8,9,4,8,4,2,9,4,6,10,5,2,3,4,5,6,0.5451,MEDIUM
10,3,4,3,6,9,1,3,5,6,6,8,2,2,7,3,8,5,4,6,0.4597,MEDIUM
2,5,10,3,9,7,4,3,8,1,3,4,2,8,5,1,3,9,2,1,0.3048,LOW
7,1,8,7,4,5,5,4,4,5,7,1,3,7,4,4,6,7,5,2,0.5307,MEDIUM
7,3,10,9,8,1,3,6,3,2,6,2,5,4,6,2,8,3,4,7,0.4152,MEDIUM
9,6,1,5,5,9,6,3,7,1,3,4,6,5,8,3,3,5,1,6,0.4538,MEDIUM
6,4,1,7,2,2,4,10,1,1,5,6,9,10,3,8,6,3,4,5,0.5228,MEDIUM
1,9,8,1,6,7,9,4,4,6,6,6,7,4,9,6,10,9,2,9,0.4494,MEDIUM
3,9,5,4,10,10,8,5,9,7,10,9,1,1,6,6,8,4,4,9,0.4824,MEDIUM
1,8,10,3,7,7,1,10,5,1,5,5,8,6,1,2,8,6,1,6,0.4646,MEDIUM
7,7,6,6,9,10,10,1,7,6,9,7,10,8,3,3,4,3,5,3,0.5459,MEDIUM
1,5,4,1,1,7,4,2,10,2,1,7,10,8,2,4,7,4,6,10,0.4967,MEDIUM
2,2,5,3,1,3,9,7,2,3,3,4,3,9,7,2,5,1,3,5,0.346,LOW
6,5,3,3,5,10,3,3,5,4,1,3,4,3,1,1,1,2,4,3,0.4354,MEDIUM
8,9,10,3,9,3,5,4,6,1,10,8,10,2,4,6,4,3,10,6,0.4052,MEDIUM
7,2,8,7,3,10,5,9,5,7,8,7,5,1,9,10,8,8,10,6,0.6303,HIGH
4,7,2,5,1,9,4,1,8,1,10,1,7,4,4,7,1,3,8,4,0.5245,MEDIUM
2,6,7,8,3,7,2,8,4,7,3,10,3,5,6,10,9,10,8,8,0.5093,MEDIUM
8,4,9,3,5,4,9,3,2,5,7,3,10,3,3,3,3,9,4,4,0.4347,MEDIUM
9,2,4,9,6,3,3,4,6,10,1,7,3,8,1,10,5,1,2,5,0.554,MEDIUM
5,2,3,5,6,3,3,10,3,5,6,7,8,1,9,10,4,10,4,6,0.5335,MEDIUM
1,5,7,3,10,4,4,8,5,2,6,4,6,9,4,4,9,8,9,10,0.5967,MEDIUM
6,10,2,10,1,6,4,1,10,5,6,9,8,6,10,6,1,9,3,6,0.5239,MEDIUM
8,3,4,3,4,1,1,8,1,9,7,2,9,7,10,5,9,5,7,8,0.6322,HIGH
5,8,6,3,10,2,5,9,4,6,7,6,1,9,7,10,3,3,8,1,0.4142,MEDIUM
3,6,3,6,5,2,2,1,6,6,7,3,5,2,3,7,7,8,7,9,0.5749,MEDIUM
1,10,5,1,6,10,7,5,8,1,4,4,7,5,3,5,6,4,3,1,0.4587,MEDIUM
7,6,5,4,3,7,2,5,4,5,1,4,8,2,6,3,5,4,2,1,0.421,MEDIUM
10,2,6,7,9,4,1,10,6,4,2,3,3,6,3,7,5,10,8,5,0.6881,HIGH
8,9,8,1,7,8,7,5,5,3,9,7,4,1,8,1,8,9,2,1,0.4583,MEDIUM
2,1,2,3,5,5,9,1,6,7,10,5,3,2,2,9,8,5,10,1,0.5576,MEDIUM
1,5,5,10,2,1,1,8,3,4,2,5,10,3,1,5,10,10,4,1,0.5211,MEDIUM
7,5,1,5,2,3,2,1,8,1,5,4,2,1,6,6,1,4,2,6,0.4362,MEDIUM
9,9,8,9,6,1,7,7,1,7,8,6,2,5,2,5,9,4,6,2,0.4725,MEDIUM
6,7,1,10,6,2,5,3,8,8,1,3,2,6,4,9,7,2,2,6,0.5176,MEDIUM
2,2,2,7,3,8,2,5,4,6,10,4,5,2,1,7,2,7,6,1,0.5359,MEDIUM
5,8,3,6,6,4,2,1,8,4,8,2,3,3,1,8,3,6,1,9,0.5848,MEDIUM
5,6,3,5,1,9,9,7,1,10,7,10,3,6,4,4,7,1,2,1,0.3673,MEDIUM
10,10,10,4,2,10,2,5,1,1,10,10,9,2,3,10,8,2,10,3,0.5446,MEDIUM
3,9,9,8,5,2,6,10,5,10,3,6,5,4,5,6,1,3,7,7,0.4589,MEDIUM
5,3,8,4,9,7,10,7,7,5,9,2,2,1,6,2,3,10,3,8,0.4329,MEDIUM
3,5,4,1,7,8,8,8,10,9,4,7,8,8,9,2,1,8,1,9,0.5092,MEDIUM
3,5,1,9,10,4,6,2,4,4,2,6,8,10,3,1,9,3,4,7,0.4382,MEDIUM
7,2,7,3,1,2,8,3,10,6,2,3,7,7,1,9,7,10,7,2,0.5639,MEDIUM
2,1,9,5,1,4,10,1,10,3,8,7,8,4,7,1,9,7,4,4,0.4354,MEDIUM
4,10,10,6,1,7,7,7,8,7,1,6,6,1,9,1,1,6,1,10,0.3096,LOW
1,9,4,1,7,10,3,6,1,10,9,1,6,6,7,5,5,2,10,10,0.5605,MEDIUM
5,2,3,5,4,7,2,7,1,6,1,3,10,10,10,1,8,7,2,10,0.6282,HIGH
2,9,2,5,10,9,4,7,8,9,5,10,1,4,3,2,8,8,5,10,0.5353,MEDIUM
2,2,8,7,8,6,6,1,1,5,4,8,6,4,2,6,8,6,3,3,0.3965,MEDIUM
10,6,1,9,4,9,7,1,4,10,1,4,7,8,5,9,7,8,6,7,0.6815,HIGH
8,6,4,6,2,6,4,5,8,5,4,10,3,8,1,9,2,3,1,8,0.5674,MEDIUM
9,1,1,4,8,9,2,1,2,1,4,3,1,9,3,4,5,2,7,1,0.5113,MEDIUM
10,10,1,10,8,6,8,9,9,6,2,7,7,2,10,1,8,7,5,5,0.5627,MEDIUM
5,10,1,5,4,10,5,7,2,7,3,3,3,8,8,3,7,2,1,6,0.5037,MEDIUM
5,1,3,7,1,3,9,5,7,6,6,10,3,2,9,10,6,7,9,9,0.4647,MEDIUM
7,5,10,10,4,4,10,8,5,6,4,10,2,9,1,3,4,9,5,9,0.4695,MEDIUM
8,7,2,5,5,5,4,4,8,4,7,1,10,1,9,6,8,6,4,8,0.6103,HIGH
10,5,8,7,4,2,9,4,5,3,10,1,1,3,5,10,3,8,9,6,0.5785,MEDIUM
3,4,5,7,2,6,2,3,2,7,8,7,1,9,10,7,1,2,1,7,0.4281,MEDIUM
7,6,9,10,8,9,3,5,3,6,7,6,9,3,10,4,9,6,5,1,0.4815,MEDIUM
5,5,6,1,4,10,9,7,4,9,4,5,7,7,10,1,9,2,5,5,0.5239,MEDIUM
10,9,7,1,3,10,7,6,4,3,9,4,2,6,4,1,8,1,8,10,0.4565,MEDIUM
2,10,1,5,9,8,9,7,1,2,6,1,9,4,4,5,6,2,3,10,0.481,MEDIUM
9,3,10,5,6,5,2,9,4,4,8,9,9,2,5,8,5,3,6,1,0.5137,MEDIUM
8,5,4,9,3,1,4,10,6,1,1,8,9,7,8,8,6,6,1,1,0.5233,MEDIUM
6,4,6,8,7,1,4,7,8,4,4,7,2,5,3,5,8,5,2,6,0.5286,MEDIUM
2,7,4,3,10,6,7,7,2,5,9,3,5,4,7,5,9,6,2,8,0.5166,MEDIUM
9,3,8,6,8,8,4,1,7,2,5,7,1,2,8,5,2,10,7,5,0.4796,MEDIUM
1,1,1,10,3,6,7,9,4,6,10,7,3,8,9,4,9,8,8,8,0.5962,MEDIUM
7,6,5,1,3,4,5,8,2,5,6,2,4,8,5,1,3,9,3,7,0.4834,MEDIUM
6,7,6,3,10,4,7,8,6,7,3,8,6,5,6,5,1,4,5,10,0.3655,MEDIUM
9,10,4,10,8,6,10,6,6,4,7,5,3,3,1,10,5,8,1,6,0.527,MEDIUM
5,5,8,7,6,9,4,10,1,2,9,8,7,10,3,8,1,5,4,9,0.5652,MEDIUM
9,6,3,9,8,2,6,9,4,5,5,4,1,3,10,10,8,4,9,6,0.4984,MEDIUM
5,5,3,5,1,3,10,5,9,1,5,7,9,9,7,10,9,10,1,9,0.5377,MEDIUM
8,7,4,5,3,8,3,5,8,8,2,2,6,8,9,8,4,8,9,2,0.5585,MEDIUM
6,7,2,7,3,2,8,4,7,8,2,4,9,8,4,2,5,1,4,2,0.5147,MEDIUM
10,2,7,7,7,2,7,3,5,7,10,9,9,10,7,8,7,3,2,9,0.6296,HIGH
3,3,5,8,10,3,3,5,8,7,9,7,8,1,8,2,7,8,2,5,0.5091,MEDIUM
9,10,6,8,10,3,6,8,9,6,3,4,6,3,10,9,1,1,10,4,0.4884,MEDIUM
5,2,4,8,4,5,6,5,3,5,8,2,2,6,6,9,3,3,2,9,0.5082,MEDIUM
2,10,6,2,8,2,10,1,8,1,7,8,8,7,10,4,2,4,2,7,0.293,LOW
5,6,4,9,4,4,7,5,3,6,6,1,4,6,4,4,3,2,1,2,0.4356,MEDIUM
3,6,5,7,8,6,10,2,5,10,10,10,6,10,8,8,1,4,2,8,0.4474,MEDIUM
1,6,7,9,3,6,9,4,3,1,2,5,4,6,5,6,7,4,7,8,0.3659,MEDIUM
10,9,9,4,7,9,7,4,7,5,5,5,10,9,2,1,7,4,3,7,0.5527,MEDIUM
8,4,10,3,1,7,1,5,3,10,5,3,10,10,3,2,2,10,3,5,0.5696,MEDIUM
8,5,4,6,1,7,10,8,9,3,1,10,10,4,9,8,3,2,2,3,0.3678,MEDIUM
1,4,9,3,10,10,9,4,10,10,1,2,6,1,6,10,6,5,8,7,0.5747,MEDIUM
2,7,9,1,7,9,1,4,1,5,1,1,6,5,7,9,1,2,4,2,0.3581,MEDIUM
5,4,4,7,1,6,8,5,4,3,2,2,2,6,5,10,6,10,10,3,0.5212,MEDIUM
10,2,8,10,2,10,7,10,1,10,2,4,7,5,2,8,7,6,10,3,0.6606,HIGH
1,6,10,5,9,4,7,1,10,1,2,7,9,1,2,2,6,4,7,1,0.3653,MEDIUM
10,7,5,4,10,5,6,4,5,10,8,4,3,1,1,10,7,1,2,6,0.5626,MEDIUM
4,6,4,1,6,4,3,6,7,3,5,9,9,9,9,1,5,10,8,1,0.4405,MEDIUM
5,7,5,9,6,6,6,2,7,10,4,3,5,1,6,8,5,2,2,10,0.4921,MEDIUM
4,6,4,10,2,1,4,9,10,2,7,7,8,8,1,10,6,3,2,9,0.5695,MEDIUM
6,9,7,9,1,5,4,10,5,3,10,1,1,9,9,10,3,6,9,6,0.5146,MEDIUM
8,9,4,10,9,1,4,8,1,4,8,8,4,2,3,1,6,9,9,7,0.5152,MEDIUM
10,5,9,6,4,1,8,5,9,8,9,2,4,5,1,10,6,2,5,1,0.4658,MEDIUM
6,1,2,9,2,4,7,2,8,1,1,1,5,9,6,5,2,3,4,5,0.447,MEDIUM
9,2,1,10,5,6,3,6,6,4,10,7,3,6,6,7,2,5,5,2,0.5553,MEDIUM
3,10,9,8,1,2,1,10,4,3,2,6,3,10,5,2,8,7,2,2,0.3842,MEDIUM
2,5,9,4,3,5,1,10,7,6,3,7,2,3,2,7,7,10,5,9,0.5126,MEDIUM
2,1,1,2,2,3,4,4,1,2,7,8,10,7,6,6,7,8,4,3,0.4586,MEDIUM
4,9,4,7,9,5,2,5,4,5,5,7,3,3,9,1,8,5,10,1,0.4581,MEDIUM
6,4,9,10,1,6,10,6,1,10,5,3,9,2,7,9,4,7,3,6,0.5183,MEDIUM
8,8,3,2,1,9,8,3,8,5,2,1,6,10,2,6,8,10,9,2,0.5407,MEDIUM
6,6,6,2,9,5,10,6,6,3,10,7,5,4,6,3,3,2,8,4,0.3741,MEDIUM
3,9,5,3,5,9,8,3,10,9,1,3,1,3,10,2,8,3,7,6,0.3639,MEDIUM
2,4,5,3,1,5,6,8,9,2,4,2,5,6,7,3,6,4,1,4,0.3916,MEDIUM
1,3,5,2,4,1,1,2,2,4,2,5,7,5,5,3,2,5,4,8,0.3637,MEDIUM
8,9,1,6,6,10,3,3,8,8,1,3,7,1,5,10,8,7,10,8,0.6081,HIGH
10,10,9,8,3,6,7,10,7,5,2,2,4,6,1,8,7,5,10,10,0.5426,MEDIUM
7,8,3,8,7,4,4,10,7,9,1,1,8,2,2,10,5,8,6,1,0.5929,MEDIUM
6,3,3,1,2,2,3,8,1,5,3,3,6,10,4,4,3,4,9,2,0.4795,MEDIUM
5,4,4,2,7,2,7,7,10,8,5,5,7,10,8,1,8,2,2,10,0.5405,MEDIUM
9,10,6,2,2,2,6,8,9,8,3,4,10,1,4,8,2,6,6,9,0.4777,MEDIUM
7,1,3,7,5,3,4,7,3,5,6,9,9,5,7,10,4,8,2,5,0.5224,MEDIUM
8,9,8,6,1,9,1,6,8,2,2,8,9,5,5,5,1,1,3,8,0.3963,MEDIUM
5,9,10,5,3,5,5,4,8,10,4,7,7,7,1,5,5,9,7,8,0.5265,MEDIUM
2,2,9,9,2,7,2,9,3,8,8,4,5,8,8,5,10,7,8,9,0.5772,MEDIUM
5,6,3,8,4,4,2,9,9,2,6,7,8,6,5,2,4,6,5,6,0.5563,MEDIUM
6,8,10,8,1,8,10,1,8,8,1,5,6,6,4,1,1,2,8,4,0.3008,LOW
2,5,2,3,8,3,6,10,3,2,3,10,9,6,7,8,3,5,1,6,0.4134,MEDIUM
6,6,3,6,2,8,8,5,9,6,7,6,3,7,5,3,5,4,8,5,0.5176,MEDIUM
3,9,3,3,1,3,3,1,5,2,1,7,5,10,7,1,8,3,7,6,0.3685,MEDIUM
3,1,2,5,9,8,7,1,10,7,8,4,8,3,6,1,1,10,4,3,0.6411,HIGH
2,10,6,7,10,4,3,1,6,1,7,6,1,7,10,7,2,6,9,9,0.4529,MEDIUM
5,5,6,3,4,7,5,10,5,2,2,1,1,3,1,9,10,7,8,7,0.5154,MEDIUM
1,5,1,7,3,4,3,2,6,2,8,6,2,10,7,8,10,3,10,7,0.5295,MEDIUM
1,6,9,7,6,4,2,5,4,5,3,3,1,8,1,5,4,2,1,8,0.3623,MEDIUM
8,3,3,3,9,8,5,10,10,6,9,10,4,7,8,5,3,9,7,1,0.5801,MEDIUM
2,8,7,8,9,8,4,9,9,1,2,2,2,4,1,6,3,10,3,4,0.4833,MEDIUM
9,4,6,3,3,4,8,8,6,1,5,5,9,1,7,4,3,5,5,9,0.4811,MEDIUM
10,7,9,5,7,1,5,2,3,7,2,7,6,6,5,3,8,10,4,4,0.4225,MEDIUM
10,10,8,1,3,2,5,7,2,7,10,1,5,8,7,2,1,3,10,7,0.4509,MEDIUM
6,5,5,2,10,1,5,4,8,8,1,3,10,7,8,1,6,1,4,6,0.4412,MEDIUM
7,3,4,8,3,5,7,5,6,7,1,5,9,6,2,2,10,10,1,7,0.6307,HIGH
6,7,4,3,3,7,8,10,2,2,2,8,9,6,2,3,6,10,3,8,0.4649,MEDIUM
3,10,2,7,10,5,3,3,3,10,3,6,4,9,5,2,9,8,6,8,0.6233,HIGH
7,2,8,7,6,8,3,3,5,6,9,9,4,7,7,1,8,10,9,4,0.5881,MEDIUM
4,5,1,9,4,4,8,9,4,7,2,6,10,3,7,7,9,7,7,9,0.5915,MEDIUM
1,9,1,8,10,6,7,6,4,1,1,1,3,3,8,6,1,10,4,7,0.4592,MEDIUM
1,5,8,1,10,3,9,1,4,4,8,2,5,3,2,4,8,5,8,3,0.4435,MEDIUM
8,10,4,10,3,3,7,9,10,5,10,6,5,3,8,7,3,10,4,4,0.4451,MEDIUM
7,10,9,4,3,5,1,8,3,9,2,10,6,10,9,2,7,2,9,1,0.4,MEDIUM
10,9,1,10,9,9,1,5,1,10,4,4,7,3,8,3,5,5,6,3,0.6005,HIGH
3,8,6,10,5,3,7,8,4,3,8,3,3,3,2,6,6,4,3,6,0.4647,MEDIUM
1,2,7,10,10,4,3,10,8,5,6,2,2,7,6,2,7,1,9,7,0.5216,MEDIUM
3,5,10,6,2,4,4,10,7,7,1,6,8,6,3,10,7,7,5,8,0.5423,MEDIUM
2,2,9,2,4,3,1,8,3,4,10,2,10,2,9,5,7,6,6,1,0.5404,MEDIUM
7,4,7,10,9,6,2,7,8,7,6,6,10,10,10,2,10,7,7,10,0.7277,HIGH
8,7,1,3,3,4,7,5,5,10,10,6,2,5,4,8,1,5,4,5,0.4864,MEDIUM
3,5,10,2,7,3,7,4,2,8,8,8,5,5,3,3,3,2,3,5,0.3992,MEDIUM
3,2,10,8,4,9,2,10,1,4,5,8,4,2,8,6,2,1,3,10,0.4131,MEDIUM
6,9,4,9,6,1,9,4,4,3,8,2,1,5,6,4,6,2,4,6,0.343,LOW
7,4,5,4,2,8,2,10,2,7,4,4,6,5,8,2,6,5,4,4,0.4519,MEDIUM
9,3,6,5,2,8,7,9,10,3,3,1,7,9,3,10,10,5,6,9,0.7292,HIGH
1,3,9,5,6,8,2,9,7,10,2,10,9,2,7,3,6,5,10,10,0.5279,MEDIUM
